id,verb,noun,action
2313,38,68,look salad
2314,38,8,look drawer
2315,38,85,look spice
2316,38,9,look sponge
2317,39,100,unroll wrap:plastic
2318,39,123,unroll foil
2319,39,162,unroll omelette
2320,39,17,unroll cloth
2321,39,19,unroll bag
2322,39,25,unroll dough
2323,39,26,unroll package
2324,39,42,unroll top
2325,39,49,unroll paper
2326,39,52,unroll towel
2327,39,53,unroll egg
2328,39,60,unroll glove
2329,39,73,unroll clothes
2330,39,93,unroll towel:kitchen
2331,3,0,open tap
2332,3,1,open spoon
2333,3,100,open wrap:plastic
2334,3,102,open sugar
2335,3,104,open biscuit
2336,3,107,open wrap
2337,3,110,open rack:drying
2338,3,112,open salmon
2339,3,113,open freezer
2340,3,114,open light
2341,3,115,open spreads
2342,3,116,open squash
2343,3,117,open leek
2344,3,118,open cap
2345,3,12,open fridge
2346,3,120,open lettuce
2347,3,123,open foil
2348,3,124,open machine:washing
2349,3,125,open corn
2350,3,127,open oatmeal
2351,3,128,open onion:spring
2352,3,131,open ginger
2353,3,132,open tea
2354,3,134,open vinegar
2355,3,138,open powder
2356,3,14,open fork
2357,3,140,open book
2358,3,142,open tongs
2359,3,145,open oregano
2360,3,147,open processor:food
2361,3,148,open paste
2362,3,15,open bottle
2363,3,152,open cooker:slow
2364,3,156,open salami
2365,3,158,open teapot
2366,3,160,open tuna
2367,3,163,open bacon
2368,3,164,open sandwich
2369,3,168,open basket
2370,3,171,open tablet
2371,3,172,open presser
2372,3,175,open cake
2373,3,176,open avocado
2374,3,178,open blueberry
2375,3,179,open fan:extractor
2376,3,181,open hummus
2377,3,183,open juice
2378,3,184,open pancake
2379,3,19,open bag
2380,3,192,open wine
2381,3,193,open pea
2382,3,195,open yeast
2383,3,196,open coconut
2384,3,197,open fishcakes
2385,3,198,open spinach
2386,3,2,open plate
2387,3,200,open raisin
2388,3,202,open grape
2389,3,203,open kale
2390,3,206,open paprika
2391,3,209,open drink
2392,3,21,open container
2393,3,211,open turmeric
2394,3,215,open thyme
2395,3,219,open blackberry
2396,3,22,open liquid:washing
2397,3,227,open roll
2398,3,23,open box
2399,3,230,open ladder
2400,3,233,open battery
2401,3,235,open backpack
2402,3,24,open hob
2403,3,244,open almond
2404,3,253,open shrimp
2405,3,255,open artichoke
2406,3,26,open package
2407,3,263,open window
2408,3,277,open rosemary
2409,3,28,open meat
2410,3,284,open raspberry
2411,3,29,open pot
2412,3,295,open door:kitchen
2413,3,3,open cupboard
2414,3,30,open potato
2415,3,31,open oil
2416,3,32,open cheese
2417,3,33,open bread
2418,3,35,open tray
2419,3,36,open bin
2420,3,37,open pepper
2421,3,38,open salt
2422,3,4,open knife
2423,3,40,open jar
2424,3,41,open carrot
2425,3,42,open top
2426,3,43,open tomato
2427,3,44,open kettle
2428,3,45,open pasta
2429,3,46,open oven
2430,3,47,open sauce
2431,3,49,open paper
2432,3,5,open pan
2433,3,50,open maker:coffee
2434,3,51,open garlic
2435,3,53,open egg
2436,3,54,open rubbish
2437,3,55,open rice
2438,3,56,open mushroom
2439,3,57,open chicken
2440,3,59,open coffee
2441,3,6,open lid
2442,3,61,open can
2443,3,62,open leaf
2444,3,63,open sink
2445,3,64,open milk
2446,3,65,open heat
2447,3,66,open jug
2448,3,68,open salad
2449,3,69,open chilli
2450,3,7,open bowl
2451,3,70,open dishwasher
2452,3,71,open mixture
2453,3,72,open cucumber
2454,3,75,open flour
2455,3,76,open courgette
2456,3,77,open filter
2457,3,78,open butter
2458,3,79,open scissors
2459,3,8,open drawer
2460,3,81,open tofu
2461,3,82,open blender
2462,3,83,open olive
2463,3,84,open mat
2464,3,85,open spice
2465,3,86,open sausage
2466,3,89,open cover
2467,3,90,open microwave
2468,3,91,open pizza
2469,3,95,open stock
2470,3,98,open yoghurt
2471,3,99,open cereal
2472,40,0,sort tap
2473,40,1,sort spoon
2474,40,10,sort glass
2475,40,101,sort broccoli
2476,40,107,sort wrap
2477,40,117,sort leek
2478,40,12,sort fridge
2479,40,13,sort cup
2480,40,14,sort fork
2481,40,141,sort shell:egg
2482,40,15,sort bottle
2483,40,156,sort salami
2484,40,157,sort kitchen
2485,40,16,sort onion
2486,40,161,sort lime
2487,40,164,sort sandwich
2488,40,173,sort coriander
2489,40,176,sort avocado
2490,40,18,sort board:chopping
2491,40,185,sort bean:green
2492,40,187,sort apple
2493,40,19,sort bag
2494,40,2,sort plate
2495,40,204,sort wire
2496,40,213,sort kiwi
2497,40,23,sort box
2498,40,25,sort dough
2499,40,28,sort meat
2500,40,29,sort pot
2501,40,3,sort cupboard
2502,40,33,sort bread
2503,40,34,sort food
2504,40,35,sort tray
2505,40,36,sort bin
2506,40,37,sort pepper
2507,40,40,sort jar
2508,40,41,sort carrot
2509,40,43,sort tomato
2510,40,44,sort kettle
2511,40,49,sort paper
2512,40,5,sort pan
2513,40,50,sort maker:coffee
2514,40,51,sort garlic
2515,40,52,sort towel
2516,40,53,sort egg
2517,40,58,sort cutlery
2518,40,59,sort coffee
2519,40,60,sort glove
2520,40,62,sort leaf
2521,40,66,sort jug
2522,40,7,sort bowl
2523,40,71,sort mixture
2524,40,72,sort cucumber
2525,40,8,sort drawer
2526,40,80,sort chopstick
2527,40,81,sort tofu
2528,40,84,sort mat
2529,40,89,sort cover
2530,40,91,sort pizza
2531,41,11,hang hand
2532,41,13,hang cup
2533,41,17,hang cloth
2534,41,19,hang bag
2535,41,20,hang spatula
2536,41,29,hang pot
2537,41,52,hang towel
2538,41,60,hang glove
2539,41,73,hang clothes
2540,41,89,hang cover
2541,41,9,hang sponge
2542,42,125,sprinkle corn
2543,42,145,sprinkle oregano
2544,42,16,sprinkle onion
2545,42,160,sprinkle tuna
2546,42,163,sprinkle bacon
2547,42,173,sprinkle coriander
2548,42,196,sprinkle coconut
2549,42,201,sprinkle basil
2550,42,26,sprinkle package
2551,42,27,sprinkle water
2552,42,277,sprinkle rosemary
2553,42,31,sprinkle oil
2554,42,32,sprinkle cheese
2555,42,37,sprinkle pepper
2556,42,38,sprinkle salt
2557,42,43,sprinkle tomato
2558,42,47,sprinkle sauce
2559,42,52,sprinkle towel
2560,42,62,sprinkle leaf
2561,42,69,sprinkle chilli
2562,42,75,sprinkle flour
2563,42,83,sprinkle olive
2564,42,89,sprinkle cover
2565,42,95,sprinkle stock
2566,43,100,rip wrap:plastic
2567,43,101,rip broccoli
2568,43,123,rip foil
2569,43,144,rip pork
2570,43,146,rip banana
2571,43,163,rip bacon
2572,43,19,rip bag
2573,43,25,rip dough
2574,43,26,rip package
2575,43,28,rip meat
2576,43,48,rip skin
2577,43,49,rip paper
2578,43,9,rip sponge
2579,43,93,rip towel:kitchen
2580,44,22,spray liquid:washing
2581,44,24,spray hob
2582,44,31,spray oil
2583,44,42,spray top
2584,45,119,cook fish
2585,45,120,cook lettuce
2586,45,162,cook omelette
2587,45,163,cook bacon
2588,45,258,cook sprout
2589,45,261,cook ring:onion
2590,45,27,cook water
2591,45,28,cook meat
2592,45,31,cook oil
2593,45,33,cook bread
2594,45,34,cook food
2595,45,43,cook tomato
2596,45,44,cook kettle
2597,45,45,cook pasta
2598,45,46,cook oven
2599,45,5,cook pan
2600,45,53,cook egg
2601,45,55,cook rice
2602,45,57,cook chicken
2603,45,7,cook bowl
2604,45,71,cook mixture
2605,45,86,cook sausage
2606,45,94,cook vegetable
2607,46,111,add alarm
2608,46,115,add spreads
2609,46,125,add corn
2610,46,132,add tea
2611,46,133,add nut
2612,46,134,add vinegar
2613,46,145,add oregano
2614,46,146,add banana
2615,46,16,add onion
2616,46,215,add thyme
2617,46,22,add liquid:washing
2618,46,26,add package
2619,46,27,add water
2620,46,271,add breadcrumb
2621,46,28,add meat
2622,46,30,add potato
2623,46,31,add oil
2624,46,32,add cheese
2625,46,37,add pepper
2626,46,38,add salt
2627,46,47,add sauce
2628,46,5,add pan
2629,46,51,add garlic
2630,46,53,add egg
2631,46,57,add chicken
2632,46,66,add jug
2633,46,69,add chilli
2634,46,71,add mixture
2635,46,75,add flour
2636,46,83,add olive
2637,46,86,add sausage
2638,46,94,add vegetable
2639,46,98,add yoghurt
2640,47,100,roll wrap:plastic
2641,47,105,roll lemon
2642,47,107,roll wrap
2643,47,136,roll pin:rolling
2644,47,162,roll omelette
2645,47,175,roll cake
2646,47,19,roll bag
2647,47,25,roll dough
2648,47,26,roll package
2649,47,33,roll bread
2650,47,35,roll tray
2651,47,4,roll knife
2652,47,41,roll carrot
2653,47,53,roll egg
2654,47,7,roll bowl
2655,47,80,roll chopstick
2656,48,1,search spoon
2657,48,108,search scale
2658,48,11,search hand
2659,48,114,search light
2660,48,12,search fridge
2661,48,13,search cup
2662,48,132,search tea
2663,48,140,search book
2664,48,141,search shell:egg
2665,48,15,search bottle
2666,48,16,search onion
2667,48,18,search board:chopping
2668,48,19,search bag
2669,48,196,search coconut
2670,48,2,search plate
2671,48,206,search paprika
2672,48,21,search container
2673,48,213,search kiwi
2674,48,23,search box
2675,48,24,search hob
2676,48,26,search package
2677,48,262,search pestle
2678,48,27,search water
2679,48,3,search cupboard
2680,48,31,search oil
2681,48,38,search salt
2682,48,4,search knife
2683,48,46,search oven
2684,48,51,search garlic
2685,48,52,search towel
2686,48,55,search rice
2687,48,7,search bowl
2688,48,71,search mixture
2689,48,72,search cucumber
2690,48,75,search flour
2691,48,79,search scissors
2692,48,8,search drawer
2693,48,85,search spice
2694,48,87,search peeler:potato
2695,48,89,search cover
2696,48,94,search vegetable
2697,48,97,search ladle
2698,48,98,search yoghurt
2699,49,104,crush biscuit
2700,49,15,crush bottle
2701,49,171,crush tablet
2702,49,176,crush avocado
2703,49,19,crush bag
2704,49,23,crush box
2705,49,26,crush package
2706,49,32,crush cheese
2707,49,37,crush pepper
2708,49,38,crush salt
2709,49,5,crush pan
2710,49,50,crush maker:coffee
2711,49,51,crush garlic
2712,49,59,crush coffee
2713,49,61,crush can
2714,49,62,crush leaf
2715,49,64,crush milk
2716,49,78,crush butter
2717,49,85,crush spice
2718,49,95,crush stock
2719,4,0,close tap
2720,4,10,close glass
2721,4,100,close wrap:plastic
2722,4,102,close sugar
2723,4,107,close wrap
2724,4,108,close scale
2725,4,113,close freezer
2726,4,115,close spreads
2727,4,116,close squash
2728,4,118,close cap
2729,4,12,close fridge
2730,4,124,close machine:washing
2731,4,125,close corn
2732,4,127,close oatmeal
2733,4,129,close clip
2734,4,13,close cup
2735,4,132,close tea
2736,4,134,close vinegar
2737,4,135,close holder
2738,4,138,close powder
2739,4,139,close burger
2740,4,140,close book
2741,4,142,close tongs
2742,4,145,close oregano
2743,4,147,close processor:food
2744,4,148,close paste
2745,4,15,close bottle
2746,4,152,close cooker:slow
2747,4,153,close plug
2748,4,156,close salami
2749,4,158,close teapot
2750,4,164,close sandwich
2751,4,165,close phone
2752,4,168,close basket
2753,4,171,close tablet
2754,4,172,close presser
2755,4,178,close blueberry
2756,4,179,close fan:extractor
2757,4,181,close hummus
2758,4,183,close juice
2759,4,184,close pancake
2760,4,186,close toaster
2761,4,19,close bag
2762,4,192,close wine
2763,4,2,close plate
2764,4,206,close paprika
2765,4,209,close drink
2766,4,21,close container
2767,4,211,close turmeric
2768,4,219,close blackberry
2769,4,22,close liquid:washing
2770,4,23,close box
2771,4,230,close ladder
2772,4,24,close hob
2773,4,244,close almond
2774,4,26,close package
2775,4,277,close rosemary
2776,4,29,close pot
2777,4,295,close door:kitchen
2778,4,3,close cupboard
2779,4,31,close oil
2780,4,33,close bread
2781,4,36,close bin
2782,4,37,close pepper
2783,4,38,close salt
2784,4,40,close jar
2785,4,42,close top
2786,4,44,close kettle
2787,4,45,close pasta
2788,4,46,close oven
2789,4,47,close sauce
2790,4,49,close paper
2791,4,5,close pan
2792,4,50,close maker:coffee
2793,4,51,close garlic
2794,4,54,close rubbish
2795,4,55,close rice
2796,4,56,close mushroom
2797,4,59,close coffee
2798,4,6,close lid
2799,4,61,close can
2800,4,62,close leaf
2801,4,63,close sink
2802,4,64,close milk
2803,4,65,close heat
2804,4,66,close jug
2805,4,68,close salad
2806,4,69,close chilli
2807,4,7,close bowl
2808,4,70,close dishwasher
2809,4,75,close flour
2810,4,78,close butter
2811,4,8,close drawer
2812,4,82,close blender
2813,4,83,close olive
2814,4,84,close mat
2815,4,85,close spice
2816,4,89,close cover
2817,4,90,close microwave
2818,4,95,close stock
2819,4,98,close yoghurt
2820,4,99,close cereal
2821,50,11,stretch hand
2822,50,19,stretch bag
2823,50,25,stretch dough
2824,50,32,stretch cheese
2825,50,52,stretch towel
2826,50,6,stretch lid
2827,51,11,knead hand
2828,51,148,knead paste
2829,51,25,knead dough
2830,51,7,knead bowl
2831,52,101,divide broccoli
2832,52,119,divide fish
2833,52,128,divide onion:spring
2834,52,151,divide choi:pak
2835,52,156,divide salami
2836,52,16,divide onion
2837,52,2,divide plate
2838,52,23,divide box
2839,52,24,divide hob
2840,52,25,divide dough
2841,52,28,divide meat
2842,52,30,divide potato
2843,52,33,divide bread
2844,52,41,divide carrot
2845,52,43,divide tomato
2846,52,50,divide maker:coffee
2847,52,51,divide garlic
2848,52,60,divide glove
2849,52,72,divide cucumber
2850,52,77,divide filter
2851,52,78,divide butter
2852,52,81,divide tofu
2853,52,82,divide blender
2854,52,91,divide pizza
2855,53,108,set scale
2856,53,111,set alarm
2857,53,124,set machine:washing
2858,53,190,set knob
2859,53,24,set hob
2860,53,245,set tv
2861,53,250,set machine:sous:vide
2862,53,278,set power
2863,53,46,set oven
2864,53,65,set heat
2865,53,77,set filter
2866,53,90,set microwave
2867,54,101,feel broccoli
2868,54,12,feel fridge
2869,54,166,feel thermometer
2870,54,18,feel board:chopping
2871,54,2,feel plate
2872,54,24,feel hob
2873,54,25,feel dough
2874,54,27,feel water
2875,54,31,feel oil
2876,54,32,feel cheese
2877,54,33,feel bread
2878,54,35,feel tray
2879,54,40,feel jar
2880,54,52,feel towel
2881,54,6,feel lid
2882,54,65,feel heat
2883,54,7,feel bowl
2884,54,81,feel tofu
2885,54,93,feel towel:kitchen
2886,55,11,rub hand
2887,55,149,rub recipe
2888,55,151,rub choi:pak
2889,55,152,rub cooker:slow
2890,55,18,rub board:chopping
2891,55,20,rub spatula
2892,55,25,rub dough
2893,55,27,rub water
2894,55,292,rub face
2895,55,31,rub oil
2896,55,38,rub salt
2897,55,4,rub knife
2898,55,47,rub sauce
2899,55,5,rub pan
2900,55,6,rub lid
2901,55,62,rub leaf
2902,55,75,rub flour
2903,55,9,rub sponge
2904,55,93,rub towel:kitchen
2905,56,1,soak spoon
2906,56,10,soak glass
2907,56,106,soak juicer
2908,56,14,soak fork
2909,56,154,soak utensil
2910,56,18,soak board:chopping
2911,56,19,soak bag
2912,56,2,soak plate
2913,56,20,soak spatula
2914,56,23,soak box
2915,56,251,soak masher
2916,56,32,soak cheese
2917,56,35,soak tray
2918,56,4,soak knife
2919,56,5,soak pan
2920,56,6,soak lid
2921,56,61,soak can
2922,56,7,soak bowl
2923,56,87,soak peeler:potato
2924,56,9,soak sponge
2925,56,96,soak grater
2926,56,99,soak cereal
2927,57,103,brush brush
2928,57,11,brush hand
2929,57,159,brush floor
2930,57,172,brush presser
2931,57,25,brush dough
2932,57,29,brush pot
2933,57,31,brush oil
2934,57,4,brush knife
2935,57,51,brush garlic
2936,57,54,brush rubbish
2937,57,55,brush rice
2938,57,63,brush sink
2939,57,75,brush flour
2940,57,89,brush cover
2941,58,0,sharpen tap
2942,58,212,sharpen whetstone
2943,58,4,sharpen knife
2944,59,1,drop spoon
2945,59,101,drop broccoli
2946,59,103,drop brush
2947,59,112,drop salmon
2948,59,117,drop leek
2949,59,141,drop shell:egg
2950,59,15,drop bottle
2951,59,159,drop floor
2952,59,16,drop onion
2953,59,18,drop board:chopping
2954,59,197,drop fishcakes
2955,59,21,drop container
2956,59,227,drop roll
2957,59,25,drop dough
2958,59,252,drop guard:hand
2959,59,27,drop water
2960,59,31,drop oil
2961,59,32,drop cheese
2962,59,33,drop bread
2963,59,39,drop colander
2964,59,4,drop knife
2965,59,40,drop jar
2966,59,41,drop carrot
2967,59,49,drop paper
2968,59,5,drop pan
2969,59,50,drop maker:coffee
2970,59,53,drop egg
2971,59,54,drop rubbish
2972,59,55,drop rice
2973,59,6,drop lid
2974,59,61,drop can
2975,59,64,drop milk
2976,59,7,drop bowl
2977,59,73,drop clothes
2978,59,76,drop courgette
2979,59,88,drop napkin
2980,59,9,drop sponge
2981,59,96,drop grater
2982,5,0,insert tap
2983,5,1,insert spoon
2984,5,10,insert glass
2985,5,100,insert wrap:plastic
2986,5,101,insert broccoli
2987,5,102,insert sugar
2988,5,103,insert brush
2989,5,104,insert biscuit
2990,5,105,insert lemon
2991,5,106,insert juicer
2992,5,107,insert wrap
2993,5,108,insert scale
2994,5,109,insert rest
2995,5,11,insert hand
2996,5,110,insert rack:drying
2997,5,112,insert salmon
2998,5,113,insert freezer
2999,5,115,insert spreads
3000,5,116,insert squash
3001,5,117,insert leek
3002,5,118,insert cap
3003,5,119,insert fish
3004,5,12,insert fridge
3005,5,120,insert lettuce
3006,5,121,insert curry
3007,5,122,insert seed
3008,5,123,insert foil
3009,5,125,insert corn
3010,5,127,insert oatmeal
3011,5,128,insert onion:spring
3012,5,129,insert clip
3013,5,13,insert cup
3014,5,131,insert ginger
3015,5,132,insert tea
3016,5,133,insert nut
3017,5,134,insert vinegar
3018,5,135,insert holder
3019,5,136,insert pin:rolling
3020,5,137,insert pie
3021,5,138,insert powder
3022,5,139,insert burger
3023,5,14,insert fork
3024,5,141,insert shell:egg
3025,5,142,insert tongs
3026,5,143,insert cream
3027,5,144,insert pork
3028,5,145,insert oregano
3029,5,146,insert banana
3030,5,147,insert processor:food
3031,5,148,insert paste
3032,5,15,insert bottle
3033,5,150,insert liquid
3034,5,151,insert choi:pak
3035,5,152,insert cooker:slow
3036,5,153,insert plug
3037,5,154,insert utensil
3038,5,155,insert noodle
3039,5,156,insert salami
3040,5,158,insert teapot
3041,5,16,insert onion
3042,5,161,insert lime
3043,5,162,insert omelette
3044,5,163,insert bacon
3045,5,164,insert sandwich
3046,5,165,insert phone
3047,5,166,insert thermometer
3048,5,168,insert basket
3049,5,169,insert parsley
3050,5,17,insert cloth
3051,5,170,insert spinner:salad
3052,5,171,insert tablet
3053,5,172,insert presser
3054,5,173,insert coriander
3055,5,174,insert opener:bottle
3056,5,176,insert avocado
3057,5,178,insert blueberry
3058,5,18,insert board:chopping
3059,5,180,insert cellar:salt
3060,5,181,insert hummus
3061,5,183,insert juice
3062,5,184,insert pancake
3063,5,185,insert bean:green
3064,5,186,insert toaster
3065,5,187,insert apple
3066,5,188,insert chocolate
3067,5,189,insert ice
3068,5,19,insert bag
3069,5,193,insert pea
3070,5,195,insert yeast
3071,5,196,insert coconut
3072,5,197,insert fishcakes
3073,5,198,insert spinach
3074,5,2,insert plate
3075,5,20,insert spatula
3076,5,200,insert raisin
3077,5,202,insert grape
3078,5,203,insert kale
3079,5,204,insert wire
3080,5,205,insert asparagus
3081,5,206,insert paprika
3082,5,207,insert mango
3083,5,208,insert caper
3084,5,209,insert drink
3085,5,21,insert container
3086,5,210,insert stalk
3087,5,211,insert turmeric
3088,5,214,insert bean
3089,5,215,insert thyme
3090,5,217,insert beef
3091,5,218,insert whisk
3092,5,22,insert liquid:washing
3093,5,223,insert celery
3094,5,224,insert cabbage
3095,5,226,insert breadstick
3096,5,227,insert roll
3097,5,228,insert cocktail
3098,5,229,insert crisp
3099,5,23,insert box
3100,5,231,insert beer
3101,5,232,insert pan:dust
3102,5,233,insert battery
3103,5,234,insert powder:washing
3104,5,236,insert cumin
3105,5,237,insert cutter:pizza
3106,5,24,insert hob
3107,5,241,insert funnel
3108,5,242,insert wall
3109,5,243,insert strawberry
3110,5,247,insert shelf
3111,5,249,insert stand
3112,5,25,insert dough
3113,5,250,insert machine:sous:vide
3114,5,253,insert shrimp
3115,5,254,insert fruit
3116,5,255,insert artichoke
3117,5,257,insert cherry
3118,5,258,insert sprout
3119,5,259,insert mat:sushi
3120,5,26,insert package
3121,5,261,insert ring:onion
3122,5,265,insert bar
3123,5,266,insert mint
3124,5,268,insert grass:lemon
3125,5,269,insert rubber
3126,5,27,insert water
3127,5,271,insert breadcrumb
3128,5,274,insert cinnamon
3129,5,276,insert dumpling
3130,5,28,insert meat
3131,5,29,insert pot
3132,5,3,insert cupboard
3133,5,30,insert potato
3134,5,31,insert oil
3135,5,32,insert cheese
3136,5,33,insert bread
3137,5,34,insert food
3138,5,35,insert tray
3139,5,36,insert bin
3140,5,37,insert pepper
3141,5,38,insert salt
3142,5,39,insert colander
3143,5,4,insert knife
3144,5,40,insert jar
3145,5,41,insert carrot
3146,5,42,insert top
3147,5,43,insert tomato
3148,5,45,insert pasta
3149,5,46,insert oven
3150,5,47,insert sauce
3151,5,48,insert skin
3152,5,49,insert paper
3153,5,5,insert pan
3154,5,50,insert maker:coffee
3155,5,51,insert garlic
3156,5,52,insert towel
3157,5,53,insert egg
3158,5,54,insert rubbish
3159,5,55,insert rice
3160,5,56,insert mushroom
3161,5,57,insert chicken
3162,5,58,insert cutlery
3163,5,59,insert coffee
3164,5,6,insert lid
3165,5,60,insert glove
3166,5,61,insert can
3167,5,62,insert leaf
3168,5,63,insert sink
3169,5,64,insert milk
3170,5,66,insert jug
3171,5,67,insert aubergine
3172,5,68,insert salad
3173,5,69,insert chilli
3174,5,7,insert bowl
3175,5,70,insert dishwasher
3176,5,71,insert mixture
3177,5,72,insert cucumber
3178,5,73,insert clothes
3179,5,75,insert flour
3180,5,76,insert courgette
3181,5,77,insert filter
3182,5,78,insert butter
3183,5,79,insert scissors
3184,5,8,insert drawer
3185,5,80,insert chopstick
3186,5,81,insert tofu
3187,5,82,insert blender
3188,5,83,insert olive
3189,5,85,insert spice
3190,5,86,insert sausage
3191,5,87,insert peeler:potato
3192,5,88,insert napkin
3193,5,89,insert cover
3194,5,9,insert sponge
3195,5,90,insert microwave
3196,5,91,insert pizza
3197,5,93,insert towel:kitchen
3198,5,94,insert vegetable
3199,5,95,insert stock
3200,5,96,insert grater
3201,5,97,insert ladle
3202,5,98,insert yoghurt
3203,5,99,insert cereal
3204,60,10,drink glass
3205,60,116,drink squash
3206,60,13,drink cup
3207,60,231,drink beer
3208,60,264,drink gin
3209,60,27,drink water
3210,60,64,drink milk
3211,61,133,slide nut
3212,61,16,slide onion
3213,61,162,slide omelette
3214,61,175,slide cake
3215,61,2,slide plate
3216,61,25,slide dough
3217,61,30,slide potato
3218,61,33,slide bread
3219,61,35,slide tray
3220,61,37,slide pepper
3221,61,4,slide knife
3222,61,43,slide tomato
3223,61,44,slide kettle
3224,61,48,slide skin
3225,61,49,slide paper
3226,61,5,slide pan
3227,61,51,slide garlic
3228,61,64,slide milk
3229,61,70,slide dishwasher
3230,61,72,slide cucumber
3231,61,8,slide drawer
3232,61,80,slide chopstick
3233,62,259,water mat:sushi
3234,62,9,water sponge
3235,63,1,gather spoon
3236,63,101,gather broccoli
3237,63,119,gather fish
3238,63,122,gather seed
3239,63,125,gather corn
3240,63,169,gather parsley
3241,63,18,gather board:chopping
3242,63,22,gather liquid:washing
3243,63,224,gather cabbage
3244,63,28,gather meat
3245,63,30,gather potato
3246,63,34,gather food
3247,63,37,gather pepper
3248,63,43,gather tomato
3249,63,48,gather skin
3250,63,51,gather garlic
3251,63,53,gather egg
3252,63,54,gather rubbish
3253,63,71,gather mixture
3254,63,75,gather flour
3255,64,106,attach juicer
3256,64,110,attach rack:drying
3257,64,129,attach clip
3258,64,135,attach holder
3259,64,15,attach bottle
3260,64,152,attach cooker:slow
3261,64,153,attach plug
3262,64,158,attach teapot
3263,64,186,attach toaster
3264,64,204,attach wire
3265,64,21,attach container
3266,64,226,attach breadstick
3267,64,24,attach hob
3268,64,250,attach machine:sous:vide
3269,64,34,attach food
3270,64,35,attach tray
3271,64,4,attach knife
3272,64,44,attach kettle
3273,64,50,attach maker:coffee
3274,64,61,attach can
3275,64,79,attach scissors
3276,64,82,attach blender
3277,64,89,attach cover
3278,65,124,turn-down machine:washing
3279,65,179,turn-down fan:extractor
3280,65,190,turn-down knob
3281,65,24,turn-down hob
3282,65,46,turn-down oven
3283,65,65,turn-down heat
3284,66,11,coat hand
3285,66,23,coat box
3286,66,25,coat dough
3287,66,28,coat meat
3288,66,29,coat pot
3289,66,31,coat oil
3290,66,33,coat bread
3291,66,41,coat carrot
3292,66,9,coat sponge
3293,67,111,transition alarm
3294,67,157,transition kitchen
3295,67,159,transition floor
3296,67,182,transition chair
3297,67,23,transition box
3298,67,230,transition ladder
3299,67,42,transition top
3300,67,55,transition rice
3301,67,63,transition sink
3302,67,7,transition bowl
3303,68,199,wear apron
3304,68,60,wear glove
3305,69,122,measure seed
3306,69,131,measure ginger
3307,69,133,measure nut
3308,69,138,measure powder
3309,69,148,measure paste
3310,69,16,measure onion
3311,69,192,measure wine
3312,69,196,measure coconut
3313,69,206,measure paprika
3314,69,215,measure thyme
3315,69,25,measure dough
3316,69,27,measure water
3317,69,271,measure breadcrumb
3318,69,38,measure salt
3319,69,45,measure pasta
3320,69,47,measure sauce
3321,69,5,measure pan
3322,69,55,measure rice
3323,69,65,measure heat
3324,69,69,measure chilli
3325,69,75,measure flour
3326,69,78,measure butter
3327,69,85,measure spice
3328,6,0,turn-on tap
3329,6,108,turn-on scale
3330,6,111,turn-on alarm
3331,6,114,turn-on light
3332,6,124,turn-on machine:washing
3333,6,130,turn-on lighter
3334,6,147,turn-on processor:food
3335,6,15,turn-on bottle
3336,6,152,turn-on cooker:slow
3337,6,153,turn-on plug
3338,6,165,turn-on phone
3339,6,179,turn-on fan:extractor
3340,6,186,turn-on toaster
3341,6,190,turn-on knob
3342,6,2,turn-on plate
3343,6,22,turn-on liquid:washing
3344,6,225,turn-on hoover
3345,6,238,turn-on air
3346,6,24,turn-on hob
3347,6,245,turn-on tv
3348,6,250,turn-on machine:sous:vide
3349,6,267,turn-on heater
3350,6,27,turn-on water
3351,6,28,turn-on meat
3352,6,280,turn-on candle
3353,6,42,turn-on top
3354,6,43,turn-on tomato
3355,6,44,turn-on kettle
3356,6,46,turn-on oven
3357,6,5,turn-on pan
3358,6,50,turn-on maker:coffee
3359,6,59,turn-on coffee
3360,6,6,turn-on lid
3361,6,65,turn-on heat
3362,6,70,turn-on dishwasher
3363,6,82,turn-on blender
3364,6,90,turn-on microwave
3365,6,92,turn-on button
3366,70,0,increase tap
3367,70,24,increase hob
3368,70,27,increase water
3369,70,46,increase oven
3370,70,65,increase heat
3371,71,115,unscrew spreads
3372,71,118,unscrew cap
3373,71,15,unscrew bottle
3374,71,4,unscrew knife
3375,71,40,unscrew jar
3376,71,47,unscrew sauce
3377,71,50,unscrew maker:coffee
3378,71,6,unscrew lid
3379,71,77,unscrew filter
3380,72,16,wait onion
3381,72,27,wait water
3382,72,31,wait oil
3383,72,44,wait kettle
3384,72,46,wait oven
3385,72,5,wait pan
3386,72,55,wait rice
3387,72,59,wait coffee
3388,72,86,wait sausage
3389,72,89,wait cover
3390,72,90,wait microwave
3391,72,95,wait stock
3392,73,15,lower bottle
3393,73,191,lower handle
3394,73,24,lower hob
3395,73,5,lower pan
3396,73,6,lower lid
3397,73,65,lower heat
3398,74,100,form wrap:plastic
3399,74,106,form juicer
3400,74,139,form burger
3401,74,25,form dough
3402,74,7,form bowl
3403,74,71,form mixture
3404,75,11,smell hand
3405,75,13,smell cup
3406,75,132,smell tea
3407,75,143,smell cream
3408,75,15,smell bottle
3409,75,155,smell noodle
3410,75,181,smell hummus
3411,75,23,smell box
3412,75,25,smell dough
3413,75,27,smell water
3414,75,280,smell candle
3415,75,292,smell face
3416,75,31,smell oil
3417,75,33,smell bread
3418,75,47,smell sauce
3419,75,52,smell towel
